period,air_temperature,dewpoint
5761,3.8,2.0
5762,3.05,1.55
5763,2.3,1.1
5764,2.25,1.2
5765,2.2,1.3
5766,2.15,1.2
5767,2.1,1.1
5768,1.95,1.0
5769,1.8,0.9
5770,1.75,0.9
5771,1.7,0.9
5772,2.25,1.35
5773,2.8,1.8
5774,3.65,2.1
5775,4.5,2.4
5776,5.35,2.35
5777,6.2,2.3
5778,7.3,2.75
5779,8.4,3.2
5780,8.6,2.7
5781,8.8,2.2
5782,9.15,1.4
5783,9.5,0.6
5784,9.75,0.5
5785,10.0,0.4
5786,10.2,0.55
5787,10.4,0.7
5788,10.4,0.5
5789,10.4,0.3
5790,10.45,0.5
5791,10.5,0.7
5792,10.2,0.6
5793,9.9,0.5
5794,9.9,1.1
5795,9.9,1.7
5796,9.3,1.45
5797,8.7,1.2
5798,8.3,1.15
5799,7.9,1.1
5800,7.4,1.15
5801,6.9,1.2
5802,6.2,1.35
5803,5.5,1.5
5804,5.4,1.75
5805,5.3,2.0
5806,5.6,2.0
5807,5.9,2.0
5808,5.55,1.8
5809,5.2,1.6
5810,4.65,1.45
5811,4.1,1.3
5812,3.6,1.25
5813,3.1,1.2
5814,3.3,1.5
5815,3.5,1.8
5816,3.55,1.75
5817,3.6,1.7
5818,3.75,1.7
5819,3.9,1.7
5820,4.15,1.85
5821,4.4,2.0
5822,4.9,2.4
5823,5.4,2.8
5824,6.2,3.25
5825,7.0,3.7
5826,7.15,3.35
5827,7.3,3.0
5828,7.9,2.9
5829,8.5,2.8
5830,9.05,2.65
5831,9.6,2.5
5832,9.85,2.75
5833,10.1,3.0
5834,10.45,3.75
5835,10.8,4.5
5836,10.95,4.7
5837,11.1,4.9
5838,11.45,5.05
5839,11.8,5.2
5840,11.8,5.4
5841,11.8,5.6
5842,11.65,5.35
5843,11.5,5.1
5844,11.25,4.9
5845,11.0,4.7
5846,10.5,4.5
5847,10.0,4.3
5848,9.65,4.1
5849,9.3,3.9
5850,9.15,4.0
5851,9.0,4.1
5852,8.65,3.9
5853,8.3,3.7
5854,7.95,3.9
5855,7.6,4.1
5856,7.65,4.25
5857,7.7,4.4
5858,7.7,4.7
5859,7.7,5.0
5860,7.6,5.45
5861,7.5,5.9
5862,7.6,6.4
5863,7.7,6.9
5864,8.05,7.55
5865,8.4,8.2
5866,8.9,8.75
5867,9.4,9.3
5868,9.95,9.9
5869,10.5,10.5
5870,10.7,10.7
5871,10.9,10.9
5872,11.15,11.15
5873,11.4,11.4
5874,11.85,11.85
5875,12.3,12.3
5876,12.75,12.75
5877,13.2,13.2
5878,14.2,13.3
5879,15.2,13.4
5880,16.0,12.9
5881,16.8,12.4
5882,17.45,12.4
5883,18.1,12.4
5884,18.1,11.65
5885,18.1,10.9
5886,17.9,10.8
5887,17.7,10.7
5888,17.25,9.9
5889,16.8,9.1
5890,16.75,8.9
5891,16.7,8.7
5892,15.25,9.85
5893,13.8,11.0
5894,13.35,11.15
5895,12.9,11.3
5896,12.6,11.15
5897,12.3,11.0
5898,12.1,10.65
5899,11.9,10.3
5900,12.0,10.25
5901,12.1,10.2
5902,12.1,10.05
5903,12.1,9.9
5904,12.0,9.9
5905,11.9,9.9
5906,11.8,10.05
5907,11.7,10.2
5908,11.6,9.85
5909,11.5,9.5
5910,11.2,9.55
5911,10.9,9.6
5912,10.55,9.25
5913,10.2,8.9
5914,9.65,8.0
5915,9.1,7.1
5916,9.1,6.8
5917,9.1,6.5
5918,9.6,6.55
5919,10.1,6.6
5920,10.45,6.1
5921,10.8,5.6
5922,11.05,5.15
5923,11.3,4.7
5924,11.65,4.55
5925,12.0,4.4
5926,12.75,4.75
5927,13.5,5.1
5928,13.6,5.3
5929,13.7,5.5
5930,14.35,5.7
5931,15.0,5.9
5932,15.55,5.75
5933,16.1,5.6
5934,15.8,5.45
5935,15.5,5.3
5936,15.85,5.6
5937,16.2,5.9
5938,15.75,6.35
5939,15.3,6.8
5940,15.15,6.8
5941,15.0,6.8
5942,14.45,7.7
5943,13.9,8.6
5944,12.85,9.0
5945,11.8,9.4
5946,11.4,9.75
5947,11.0,10.1
5948,10.75,9.9
5949,10.5,9.7
5950,10.55,10.0
5951,10.6,10.3
5952,10.85,10.6
5953,11.1,10.9
5954,11.15,11.0
5955,11.2,11.1
5956,11.25,11.2
5957,11.3,11.3
5958,11.4,11.4
5959,11.5,11.5
5960,11.9,11.9
5961,12.3,12.3
5962,12.7,12.7
5963,13.1,13.1
5964,13.25,13.25
5965,13.4,13.4
5966,13.4,13.2
5967,13.4,13.0
5968,13.65,13.1
5969,13.9,13.2
5970,13.7,12.3
5971,13.5,11.4
5972,12.9,10.15
5973,12.3,8.9
5974,12.15,7.75
5975,12.0,6.6
5976,12.9,5.15
5977,13.8,3.7
5978,13.6,3.85
5979,13.4,4.0
5980,13.55,4.7
5981,13.7,5.4
5982,13.95,5.85
5983,14.2,6.3
5984,14.0,6.0
5985,13.8,5.7
5986,13.55,5.65
5987,13.3,5.6
5988,13.15,5.7
5989,13.0,5.8
5990,12.4,6.1
5991,11.8,6.4
5992,11.5,6.2
5993,11.2,6.0
5994,10.9,6.1
5995,10.6,6.2
5996,10.5,6.25
5997,10.4,6.3
5998,10.2,6.5
5999,10.0,6.7
6000,9.55,6.95
6001,9.1,7.2
6002,9.35,6.9
6003,9.6,6.6
6004,9.3,6.8
6005,9.0,7.0
6006,8.9,6.8
6007,8.8,6.6
6008,8.65,6.55
6009,8.5,6.5
6010,8.35,6.0
6011,8.2,5.5
6012,8.45,6.05
6013,8.7,6.6
6014,9.0,6.2
6015,9.3,5.8
6016,9.65,5.55
6017,10.0,5.3
6018,10.6,4.8
6019,11.2,4.3
6020,11.55,4.5
6021,11.9,4.7
6022,11.55,5.4
6023,11.2,6.1
6024,11.45,6.1
6025,11.7,6.1
6026,11.95,6.15
6027,12.2,6.2
6028,12.35,5.9
6029,12.5,5.6
6030,12.25,6.1
6031,12.0,6.6
6032,11.7,6.85
6033,11.4,7.1
6034,10.85,7.75
6035,10.3,8.4
6036,10.45,7.8
6037,10.6,7.2
6038,10.2,7.5
6039,9.8,7.8
6040,9.6,7.75
6041,9.4,7.7
6042,9.2,7.4
6043,9.0,7.1
6044,8.95,7.15
6045,8.9,7.2
6046,8.6,6.9
6047,8.3,6.6
6048,8.1,6.5
6049,7.9,6.4
6050,7.55,6.25
6051,7.2,6.1
6052,6.95,5.95
6053,6.7,5.8
6054,6.6,5.8
6055,6.5,5.8
6056,6.3,5.75
6057,6.1,5.7
6058,6.0,5.65
6059,5.9,5.6
6060,6.35,6.05
6061,6.8,6.5
6062,7.65,6.9
6063,8.5,7.3
6064,9.5,7.3
6065,10.5,7.3
6066,10.8,7.3
6067,11.1,7.3
6068,11.7,7.6
6069,12.3,7.9
6070,12.45,6.95
6071,12.6,6.0
6072,12.1,6.95
6073,11.6,7.9
6074,11.05,7.5
6075,10.5,7.1
6076,11.8,7.1
6077,13.1,7.1
6078,13.85,5.95
6079,14.6,4.8
6080,14.75,3.45
6081,14.9,2.1
6082,14.85,1.7
6083,14.8,1.3
6084,13.8,3.9
6085,12.8,6.5
6086,12.45,5.6
6087,12.1,4.7
6088,11.4,5.7
6089,10.7,6.7
6090,9.95,6.45
6091,9.2,6.2
6092,9.15,6.2
6093,9.1,6.2
6094,9.25,6.55
6095,9.4,6.9
6096,9.1,6.8
6097,8.8,6.7
6098,8.65,6.9
6099,8.5,7.1
6100,8.05,6.95
6101,7.6,6.8
6102,7.75,7.1
6103,7.9,7.4
6104,7.95,7.1
6105,8.0,6.8
6106,7.75,6.8
6107,7.5,6.8
6108,7.75,6.85
6109,8.0,6.9
6110,8.65,6.9
6111,9.3,6.9
6112,9.9,6.85
6113,10.5,6.8
6114,11.1,7.05
6115,11.7,7.3
6116,12.15,6.65
6117,12.6,6.0
6118,12.65,6.35
6119,12.7,6.7
6120,13.15,5.95
6121,13.6,5.2
6122,13.75,6.05
6123,13.9,6.9
6124,13.6,6.85
6125,13.3,6.8
6126,13.2,7.2
6127,13.1,7.6
6128,13.1,8.45
6129,13.1,9.3
6130,13.1,9.5
6131,13.1,9.7
6132,13.25,9.6
6133,13.4,9.5
6134,12.95,9.35
6135,12.5,9.2
6136,12.5,9.25
6137,12.5,9.3
6138,12.3,9.9
6139,12.1,10.5
6140,12.05,10.65
6141,12.0,10.8
6142,12.15,10.75
6143,12.3,10.7
6144,12.15,10.6
6145,12.0,10.5
6146,11.95,10.2
6147,11.9,9.9
6148,11.4,8.5
6149,10.9,7.1
6150,10.65,6.7
6151,10.4,6.3
6152,10.2,6.15
6153,10.0,6.0
6154,9.9,5.85
6155,9.8,5.7
6156,9.75,5.7
6157,9.7,5.7
6158,9.7,5.65
6159,9.7,5.6
6160,10.35,5.95
6161,11.0,6.3
6162,11.7,6.3
6163,12.4,6.3
6164,12.2,6.4
6165,12.0,6.5
6166,12.5,6.15
6167,13.0,5.8
6168,13.15,5.85
6169,13.3,5.9
6170,13.4,5.75
6171,13.5,5.6
6172,13.5,5.2
6173,13.5,4.8
6174,13.35,4.6
6175,13.2,4.4
6176,13.05,4.3
6177,12.9,4.2
6178,13.1,3.9
6179,13.3,3.6
6180,13.1,4.2
6181,12.9,4.8
6182,12.25,5.15
6183,11.6,5.5
6184,10.35,5.6
6185,9.1,5.7
6186,8.4,5.65
6187,7.7,5.6
6188,8.25,6.3
6189,8.8,7.0
6190,8.45,6.4
6191,8.1,5.8
6192,7.8,5.6
6193,7.5,5.4
6194,7.6,5.6
6195,7.7,5.8
6196,7.45,5.85
6197,7.2,5.9
6198,7.35,5.9
6199,7.5,5.9
6200,7.45,5.75
6201,7.4,5.6
6202,7.45,5.35
6203,7.5,5.1
6204,7.5,5.4
6205,7.5,5.7
6206,7.8,6.6
6207,8.1,7.5
6208,9.15,7.9
6209,10.2,8.3
6210,11.75,8.5
6211,13.3,8.7
6212,13.5,8.8
6213,13.7,8.9
6214,13.95,8.9
6215,14.2,8.9
6216,14.95,8.65
6217,15.7,8.4
6218,15.8,8.65
6219,15.9,8.9
6220,15.85,9.05
6221,15.8,9.2
6222,15.85,9.45
6223,15.9,9.7
6224,16.35,9.85
6225,16.8,10.0
6226,16.4,9.85
6227,16.0,9.7
6228,15.7,9.8
6229,15.4,9.9
6230,14.95,9.75
6231,14.5,9.6
6232,14.1,9.7
6233,13.7,9.8
6234,13.35,9.45
6235,13.0,9.1
6236,12.65,9.25
6237,12.3,9.4
6238,12.15,9.5
6239,12.0,9.6
6240,11.9,9.55
6241,11.8,9.5
6242,11.55,9.4
6243,11.3,9.3
6244,11.45,9.5
6245,11.6,9.7
6246,11.5,9.7
6247,11.4,9.7
6248,11.35,9.75
6249,11.3,9.8
6250,11.3,9.8
6251,11.3,9.8
6252,11.35,9.95
6253,11.4,10.1
6254,11.6,10.25
6255,11.8,10.4
6256,12.75,10.65
6257,13.7,10.9
6258,14.95,11.3
6259,16.2,11.7
6260,16.0,11.35
6261,15.8,11.0
6262,15.75,11.05
6263,15.7,11.1
6264,16.45,11.25
6265,17.2,11.4
6266,17.75,11.1
6267,18.3,10.8
6268,18.8,8.75
6269,19.3,6.7
6270,19.0,5.6
6271,18.7,4.5
6272,18.65,4.3
6273,18.6,4.1
6274,18.4,3.85
6275,18.2,3.6
6276,17.95,3.65
6277,17.7,3.7
6278,17.0,4.0
6279,16.3,4.3
6280,15.65,4.9
6281,15.0,5.5
6282,14.1,5.3
6283,13.2,5.1
6284,12.95,4.9
6285,12.7,4.7
6286,12.5,4.95
6287,12.3,5.2
6288,12.1,5.35
6289,11.9,5.5
6290,11.75,5.8
6291,11.6,6.1
6292,11.3,6.4
6293,11.0,6.7
6294,10.9,7.15
6295,10.8,7.6
6296,10.8,7.75
6297,10.8,7.9
6298,10.8,7.75
6299,10.8,7.6
6300,10.75,5.55
6301,10.7,3.5
6302,9.7,4.85
6303,8.7,6.2
6304,8.8,5.9
6305,8.9,5.6
6306,9.9,5.65
6307,10.9,5.7
6308,12.1,5.6
6309,13.3,5.5
6310,13.3,4.9
6311,13.3,4.3
6312,13.25,4.5
6313,13.2,4.7
6314,14.3,5.55
6315,15.4,6.4
6316,14.95,6.75
6317,14.5,7.1
6318,15.25,5.25
6319,16.0,3.4
6320,16.15,2.8
6321,16.3,2.2
6322,15.75,1.1
6323,15.2,0.0
6324,15.0,0.75
6325,14.8,1.5
6326,14.25,2.4
6327,13.7,3.3
6328,12.95,3.35
6329,12.2,3.4
6330,11.35,3.55
6331,10.5,3.7
6332,10.15,3.9
6333,9.8,4.1
6334,9.15,4.55
6335,8.5,5.0
6336,8.15,5.05
6337,7.8,5.1
6338,7.5,5.1
6339,7.2,5.1
6340,7.15,5.25
6341,7.1,5.4
6342,6.85,5.25
6343,6.6,5.1
6344,6.4,5.0
6345,6.2,4.9
6346,6.0,4.9
6347,5.8,4.9
6348,6.55,5.1
6349,7.3,5.3
6350,8.15,5.75
6351,9.0,6.2
6352,10.4,6.75
6353,11.8,7.3
6354,12.75,7.45
6355,13.7,7.6
6356,13.85,6.75
6357,14.0,5.9
6358,14.05,4.75
6359,14.1,3.6
6360,14.45,4.45
6361,14.8,5.3
6362,14.7,5.15
6363,14.6,5.0
6364,14.7,4.95
6365,14.8,4.9
6366,14.9,4.5
6367,15.0,4.1
6368,15.15,4.3
6369,15.3,4.5
6370,15.1,4.4
6371,14.9,4.3
6372,14.6,4.35
6373,14.3,4.4
6374,13.75,4.85
6375,13.2,5.3
6376,12.3,5.4
6377,11.4,5.5
6378,10.65,5.3
6379,9.9,5.1
6380,9.45,5.25
6381,9.0,5.4
6382,8.55,5.75
6383,8.1,6.1
6384,7.75,6.05
6385,7.4,6.0
6386,7.05,5.8
6387,6.7,5.6
6388,6.4,5.25
6389,6.1,4.9
6390,6.0,4.95
6391,5.9,5.0
6392,5.8,4.95
6393,5.7,4.9
6394,5.55,4.85
6395,5.4,4.8
6396,5.8,5.1
6397,6.2,5.4
6398,6.8,5.65
6399,7.4,5.9
6400,7.8,5.8
6401,8.2,5.7
6402,8.4,5.75
6403,8.6,5.8
6404,8.85,6.1
6405,9.1,6.4
6406,9.25,6.25
6407,9.4,6.1
6408,9.4,6.3
6409,9.4,6.5
6410,9.1,6.7
6411,8.8,6.9
6412,8.75,6.9
6413,8.7,6.9
6414,8.55,7.0
6415,8.4,7.1
6416,8.4,7.35
6417,8.4,7.6
6418,8.45,7.6
6419,8.5,7.6
6420,8.4,7.35
6421,8.3,7.1
6422,8.2,7.05
6423,8.1,7.0
6424,8.0,6.8
6425,7.9,6.6
6426,7.75,6.6
6427,7.6,6.6
6428,7.65,6.7
6429,7.7,6.8
6430,7.6,6.15
6431,7.5,5.5
6432,7.45,5.5
6433,7.4,5.5
6434,7.3,5.05
6435,7.2,4.6
6436,7.1,4.35
6437,7.0,4.1
6438,6.8,4.15
6439,6.6,4.2
6440,6.0,4.1
6441,5.4,4.0
6442,5.2,3.95
6443,5.0,3.9
6444,6.05,3.9
6445,7.1,3.9
6446,7.5,3.1
6447,7.9,2.3
6448,8.1,2.4
6449,8.3,2.5
6450,8.4,2.4
6451,8.5,2.3
6452,8.95,2.4
6453,9.4,2.5
6454,9.85,2.9
6455,10.3,3.3
6456,10.85,3.75
6457,11.4,4.2
6458,11.8,4.3
6459,12.2,4.4
6460,12.55,4.35
6461,12.9,4.3
6462,13.4,4.9
6463,13.9,5.5
6464,13.8,5.65
6465,13.7,5.8
6466,13.75,5.95
6467,13.8,6.1
6468,13.65,6.2
6469,13.5,6.3
6470,13.4,6.55
6471,13.3,6.8
6472,12.9,7.0
6473,12.5,7.2
6474,12.2,7.75
6475,11.9,8.3
6476,11.85,7.9
6477,11.8,7.5
6478,11.65,7.85
6479,11.5,8.2
6480,11.4,8.25
6481,11.3,8.3
6482,11.2,8.45
6483,11.1,8.6
6484,11.2,8.9
6485,11.3,9.2
6486,11.45,9.55
6487,11.6,9.9
6488,11.7,10.2
6489,11.8,10.5
6490,11.85,10.55
6491,11.9,10.6
6492,11.8,10.45
6493,11.7,10.3
6494,11.8,9.35
6495,11.9,8.4
6496,11.95,7.55
6497,12.0,6.7
6498,12.35,5.9
6499,12.7,5.1
6500,12.85,4.0
6501,13.0,2.9
6502,13.15,2.85
6503,13.3,2.8
6504,14.0,3.65
6505,14.7,4.5
6506,15.4,4.3
6507,16.1,4.1
6508,15.6,3.85
6509,15.1,3.6
6510,15.05,2.75
6511,15.0,1.9
6512,14.65,2.25
6513,14.3,2.6
6514,14.6,2.55
6515,14.9,2.5
6516,14.4,2.35
6517,13.9,2.2
6518,13.25,2.2
6519,12.6,2.2
6520,12.15,2.85
6521,11.7,3.5
6522,10.85,3.25
6523,10.0,3.0
6524,9.5,3.0
6525,9.0,3.0
6526,8.75,2.95
6527,8.5,2.9
6528,7.75,3.0
6529,7.0,3.1
6530,6.9,3.25
6531,6.8,3.4
6532,6.8,3.55
6533,6.8,3.7
6534,6.65,3.7
6535,6.5,3.7
6536,6.1,3.75
6537,5.7,3.8
6538,5.7,4.0
6539,5.7,4.2
6540,6.5,4.5
6541,7.3,4.8
6542,8.45,5.1
6543,9.6,5.4
6544,10.4,5.1
6545,11.2,4.8
6546,11.65,3.95
6547,12.1,3.1
6548,12.7,3.55
6549,13.3,4.0
6550,13.2,3.95
6551,13.1,3.9
6552,12.95,3.65
6553,12.8,3.4
6554,13.05,3.65
6555,13.3,3.9
6556,13.8,4.05
6557,14.3,4.2
6558,14.5,3.85
6559,14.7,3.5
6560,14.1,3.85
6561,13.5,4.2
6562,13.5,4.4
6563,13.5,4.6
6564,13.2,4.85
6565,12.9,5.1
6566,12.65,4.7
6567,12.4,4.3
6568,12.05,4.4
6569,11.7,4.5
6570,11.3,4.65
6571,10.9,4.8
6572,10.5,4.55
6573,10.1,4.3
6574,9.8,4.1
6575,9.5,3.9
6576,9.25,4.0
6577,9.0,4.1
6578,8.85,4.15
6579,8.7,4.2
6580,8.5,4.5
6581,8.3,4.8
6582,8.2,4.75
6583,8.1,4.7
6584,7.7,5.0
6585,7.3,5.3
6586,7.0,5.45
6587,6.7,5.6
6588,6.85,5.95
6589,7.0,6.3
6590,7.35,6.85
6591,7.7,7.4
6592,8.2,7.9
6593,8.7,8.4
6594,9.05,8.8
6595,9.4,9.2
6596,9.8,9.6
6597,10.2,10.0
6598,10.4,10.05
6599,10.6,10.1
6600,9.95,9.35
6601,9.3,8.6
6602,9.4,7.9
6603,9.5,7.2
6604,10.2,7.1
6605,10.9,7.0
6606,10.5,6.85
6607,10.1,6.7
6608,11.15,6.0
6609,12.2,5.3
6610,12.35,4.15
6611,12.5,3.0
6612,12.15,2.65
6613,11.8,2.3
6614,11.2,2.75
6615,10.6,3.2
6616,9.0,4.05
6617,7.4,4.9
6618,7.2,4.9
6619,7.0,4.9
6620,6.85,4.85
6621,6.7,4.8
6622,6.45,4.65
6623,6.2,4.5
6624,6.1,4.45
6625,6.0,4.4
6626,5.95,4.4
6627,5.9,4.4
6628,5.8,4.35
6629,5.7,4.3
6630,5.6,4.25
6631,5.5,4.2
6632,5.55,4.2
6633,5.6,4.2
6634,5.7,4.05
6635,5.8,3.9
6636,5.9,3.95
6637,6.0,4.0
6638,7.05,4.25
6639,8.1,4.5
6640,8.7,4.45
6641,9.3,4.4
6642,9.35,4.3
6643,9.4,4.2
6644,9.9,4.75
6645,10.4,5.3
6646,9.95,6.1
6647,9.5,6.9
6648,9.1,5.85
6649,8.7,4.8
6650,10.2,5.15
6651,11.7,5.5
6652,11.05,3.95
6653,10.4,2.4
6654,10.7,3.2
6655,11.0,4.0
6656,9.3,4.55
6657,7.6,5.1
6658,7.9,5.1
6659,8.2,5.1
6660,8.35,5.3
6661,8.5,5.5
6662,8.5,5.35
6663,8.5,5.2
6664,8.0,4.95
6665,7.5,4.7
6666,7.15,4.6
6667,6.8,4.5
6668,6.45,4.4
6669,6.1,4.3
6670,6.0,4.2
6671,5.9,4.1
6672,5.6,3.85
6673,5.3,3.6
6674,5.2,3.35
6675,5.1,3.1
6676,5.1,3.1
6677,5.1,3.1
6678,4.85,3.05
6679,4.6,3.0
6680,4.5,2.95
6681,4.4,2.9
6682,4.5,3.0
6683,4.6,3.1
6684,5.1,3.4
6685,5.6,3.7
6686,6.3,4.35
6687,7.0,5.0
6688,7.35,5.1
6689,7.7,5.2
6690,8.1,5.35
6691,8.5,5.5
6692,9.1,5.45
6693,9.7,5.4
6694,10.2,5.3
6695,10.7,5.2
6696,10.8,6.0
6697,10.9,6.8
6698,11.65,6.4
6699,12.4,6.0
6700,12.55,5.5
6701,12.7,5.0
6702,12.45,5.45
6703,12.2,5.9
6704,12.5,5.7
6705,12.8,5.5
6706,12.7,4.85
6707,12.6,4.2
6708,12.35,4.4
6709,12.1,4.6
6710,11.6,4.25
6711,11.1,3.9
6712,10.4,3.85
6713,9.7,3.8
6714,9.1,3.7
6715,8.5,3.6
6716,8.0,3.55
6717,7.5,3.5
6718,7.2,3.45
6719,6.9,3.4
6720,6.9,3.45
6721,6.9,3.5
6722,6.5,3.45
6723,6.1,3.4
6724,6.0,3.5
6725,5.9,3.6
6726,5.75,3.6
6727,5.6,3.6
6728,5.5,3.65
6729,5.4,3.7
6730,5.2,3.65
6731,5.0,3.6
6732,5.95,4.25
6733,6.9,4.9
6734,8.15,5.5
6735,9.4,6.1
6736,10.85,6.95
6737,12.3,7.8
6738,12.95,7.75
6739,13.6,7.7
6740,13.85,7.25
6741,14.1,6.8
6742,14.8,6.2
6743,15.5,5.6
6744,15.35,5.8
6745,15.2,6.0
6746,15.95,6.15
6747,16.7,6.3
6748,17.15,6.45
6749,17.6,6.6
6750,17.7,6.55
6751,17.8,6.5
6752,17.6,6.15
6753,17.4,5.8
6754,17.45,5.95
6755,17.5,6.1
6756,17.5,5.75
6757,17.5,5.4
6758,17.1,5.45
6759,16.7,5.5
6760,15.7,6.1
6761,14.7,6.7
6762,13.9,6.3
6763,13.1,5.9
6764,12.3,5.9
6765,11.5,5.9
6766,11.0,6.1
6767,10.5,6.3
6768,10.5,6.4
6769,10.5,6.5
6770,10.5,6.9
6771,10.5,7.3
6772,10.4,7.5
6773,10.3,7.7
6774,10.25,7.75
6775,10.2,7.8
6776,10.25,7.7
6777,10.3,7.6
6778,10.3,7.55
6779,10.3,7.5
6780,10.5,7.55
6781,10.7,7.6
6782,11.15,7.85
6783,11.6,8.1
6784,12.2,8.15
6785,12.8,8.2
6786,13.4,8.7
6787,14.0,9.2
6788,14.1,9.1
6789,14.2,9.0
6790,15.25,10.0
6791,16.3,11.0
6792,17.05,11.7
6793,17.8,12.4
6794,18.0,12.4
6795,18.2,12.4
6796,18.15,11.75
6797,18.1,11.1
6798,18.6,11.05
6799,19.1,11.0
6800,18.8,11.2
6801,18.5,11.4
6802,18.35,11.75
6803,18.2,12.1
6804,18.05,12.05
6805,17.9,12.0
6806,17.55,12.15
6807,17.2,12.3
6808,16.75,12.5
6809,16.3,12.7
6810,15.6,12.25
6811,14.9,11.8
6812,14.4,11.7
6813,13.9,11.6
6814,13.75,11.7
6815,13.6,11.8
6816,13.3,11.5
6817,13.0,11.2
6818,12.25,10.6
6819,11.5,10.0
6820,11.1,9.85
6821,10.7,9.7
6822,10.5,9.25
6823,10.3,8.8
6824,9.7,8.4
6825,9.1,8.0
6826,8.9,7.75
6827,8.7,7.5
6828,9.5,7.75
6829,10.3,8.0
6830,10.6,8.5
6831,10.9,9.0
6832,11.1,9.3
6833,11.3,9.6
6834,11.5,9.95
6835,11.7,10.3
6836,12.05,9.9
6837,12.4,9.5
6838,12.5,9.6
6839,12.6,9.7
6840,12.95,9.6
6841,13.3,9.5
6842,13.55,9.35
6843,13.8,9.2
6844,13.95,9.55
6845,14.1,9.9
6846,14.35,9.7
6847,14.6,9.5
6848,14.65,9.45
6849,14.7,9.4
6850,14.6,9.55
6851,14.5,9.7
6852,14.2,9.75
6853,13.9,9.8
6854,13.85,9.8
6855,13.8,9.8
6856,13.3,9.4
6857,12.8,9.0
6858,12.2,9.05
6859,11.6,9.1
6860,11.55,9.25
6861,11.5,9.4
6862,11.65,8.6
6863,11.8,7.8
6864,11.65,7.15
6865,11.5,6.5
6866,11.1,6.4
6867,10.7,6.3
6868,10.7,6.45
6869,10.7,6.6
6870,10.75,7.1
6871,10.8,7.6
6872,10.9,8.25
6873,11.0,8.9
6874,11.35,9.7
6875,11.7,10.5
6876,11.8,10.4
6877,11.9,10.3
6878,12.2,10.3
6879,12.5,10.3
6880,12.5,10.15
6881,12.5,10.0
6882,12.6,10.25
6883,12.7,10.5
6884,12.85,11.3
6885,13.0,12.1
6886,13.4,12.25
6887,13.8,12.4
6888,14.25,12.4
6889,14.7,12.4
6890,15.1,12.3
6891,15.5,12.2
6892,15.55,12.15
6893,15.6,12.1
6894,16.2,12.65
6895,16.8,13.2
6896,16.35,12.6
6897,15.9,12.0
6898,15.5,11.65
6899,15.1,11.3
6900,14.65,10.65
6901,14.2,10.0
6902,13.55,9.2
6903,12.9,8.4
6904,12.4,7.75
6905,11.9,7.1
6906,11.25,7.1
6907,10.6,7.1
6908,9.8,6.3
6909,9.0,5.5
6910,8.5,5.2
6911,8.0,4.9
6912,7.3,4.85
6913,6.6,4.8
6914,6.25,4.65
6915,5.9,4.5
6916,6.55,4.75
6917,7.2,5.0
6918,7.35,4.95
6919,7.5,4.9
6920,7.6,5.0
6921,7.7,5.1
6922,7.8,5.25
6923,7.9,5.4
6924,8.2,5.6
6925,8.5,5.8
6926,8.85,5.95
6927,9.2,6.1
6928,10.0,6.4
6929,10.8,6.7
6930,11.25,6.6
6931,11.7,6.5
6932,12.45,6.5
6933,13.2,6.5
6934,13.05,6.3
6935,12.9,6.1
6936,12.95,6.15
6937,13.0,6.2
6938,13.65,6.35
6939,14.3,6.5
6940,14.5,6.8
6941,14.7,7.1
6942,14.3,7.1
6943,13.9,7.1
6944,13.7,7.25
6945,13.5,7.4
6946,13.45,7.45
6947,13.4,7.5
6948,13.1,7.45
6949,12.8,7.4
6950,12.65,7.55
6951,12.5,7.7
6952,12.15,7.45
6953,11.8,7.2
6954,11.15,7.1
6955,10.5,7.0
6956,10.1,6.9
6957,9.7,6.8
6958,9.45,6.75
6959,9.2,6.7
6960,9.05,6.8
6961,8.9,6.9
6962,8.8,6.95
6963,8.7,7.0
6964,8.5,7.05
6965,8.3,7.1
6966,8.35,7.0
6967,8.4,6.9
6968,8.6,7.1
6969,8.8,7.3
6970,9.05,7.45
6971,9.3,7.6
6972,9.55,7.4
6973,9.8,7.2
6974,10.55,7.55
6975,11.3,7.9
6976,11.9,7.25
6977,12.5,6.6
6978,13.1,6.65
6979,13.7,6.7
6980,13.95,6.65
6981,14.2,6.6
6982,15.25,7.1
6983,16.3,7.6
6984,16.3,7.55
6985,16.3,7.5
6986,16.05,7.05
6987,15.8,6.6
6988,15.75,6.85
6989,15.7,7.1
6990,15.5,7.6
6991,15.3,8.1
6992,15.25,7.85
6993,15.2,7.6
6994,15.15,7.8
6995,15.1,8.0
6996,14.5,7.3
6997,13.9,6.6
6998,13.5,6.3
6999,13.1,6.0
7000,12.1,5.8
7001,11.1,5.6
7002,10.3,5.4
7003,9.5,5.2
7004,9.1,5.0
7005,8.7,4.8
7006,8.2,4.65
7007,7.7,4.5
7008,7.35,4.45
7009,7.0,4.4
7010,7.05,4.4
7011,7.1,4.4
7012,6.9,4.4
7013,6.7,4.4
7014,6.45,4.35
7015,6.2,4.3
7016,5.95,4.3
7017,5.7,4.3
7018,5.8,4.55
7019,5.9,4.8
7020,6.8,5.1
7021,7.7,5.4
7022,8.65,5.7
7023,9.6,6.0
7024,10.6,5.75
7025,11.6,5.5
7026,11.45,4.85
7027,11.3,4.2
7028,12.1,5.55
7029,12.9,6.9
7030,13.35,5.9
7031,13.8,4.9
